NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Hypokalemic alkalosis due to diarrhea,C4076043,SNOMEDCT_US,diarrhea,0
"Diarrhea 4, Malabsorptive, Congenital",C1835888,MSH,diarrhea,0
Defecation reflex - spurious diarrhea,C1638412,SNOMEDCT_US,diarrhea,0
HIV Enteropathy,C0282616,MSH,diarrhea,0
Chronic diarrhea due to glucoamylase deficiency,C4275068,SNOMEDCT_US,diarrhea,0
"Bovine diarrhea virus, noncytopathic strain",C1265374,SNOMEDCT_US,diarrhea,0
"Bovine diarrhea virus, type 1",C1265372,SNOMEDCT_US,diarrhea,0
"Bovine diarrhea virus, type 2",C1265373,SNOMEDCT_US,diarrhea,0
Congenital chronic diarrhea with protein-losing enteropathy,C4751003,SNOMEDCT_US,diarrhea,0
Chronic diarrhea with villous atrophy syndrome,C4518335,SNOMEDCT_US,diarrhea,0
Chronic diarrhea of infants AND/OR young children,C0267660,SNOMEDCT_US,diarrhea,0
Irritable bowel syndrome variant of childhood with diarrhea,C0341419,SNOMEDCT_US,diarrhea,0
Diarrhea not present,C0474498,SNOMEDCT_US,diarrhea,0
"Infantile erythroderma, failure to thrive and diarrhea syndrome",C1304486,SNOMEDCT_US,diarrhea,0
Diarrhea of presumed infectious origin,C0152522,SNOMEDCT_US,diarrhea,0
Diarrhea in pregnancy,C4543653,SNOMEDCT_US,diarrhea,0
Intractable diarrhea with choanal atresia and eye anomaly syndrome,C4304307,SNOMEDCT_US,diarrhea,0
Diarrhea due to staphylococcus,C1313963,SNOMEDCT_US,diarrhea,0
"Diarrhea and vomiting, symptom",C0474496,SNOMEDCT_US,diarrhea,0
Insulin-dependent diabetes mellitus secretory diarrhea syndrome,C0342288,MTH,diarrhea,0
Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,C5191644,SNOMEDCT_US,diarrhea,0
Diarrhea-associated hemolytic uremic syndrome,C1268936,MTH,diarrhea,0
Anti-diarrhea mucosal barrier,C3876539,SNOMEDCT_US,diarrhea,0
Diarrhea after gastrointestinal tract surgery,C0473129,SNOMEDCT_US,diarrhea,0
Prion protein systemic amyloidosis,C4518776,SNOMEDCT_US,diarrhea,0
Diarrhea due to alcohol intake,C0267658,SNOMEDCT_US,diarrhea,0
Diarrhea due to laxative abuse,C0473130,SNOMEDCT_US,diarrhea,0
Diarrhea-negative hemolytic uremic syndrome,C1268937,SNOMEDCT_US,diarrhea,0
Diarrhea and vomiting after gastrointestinal tract surgery,C0565554,SNOMEDCT_US,diarrhea,0
Diarrhea due to ingestion of unabsorbable substances,C0473131,SNOMEDCT_US,diarrhea,0
Rapadilino syndrome,C1849453,MSH,diarrhea,0
Diarrheal disorder,C1290807,MTH,diarrhea,0
