NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Sepsis due to ectopic pregnancy,C4039336,SNOMEDCT_US,sepsis,0
Sepsis due to oral infection,C3873471,SNOMEDCT_US,sepsis,0
Sepsis due to incomplete miscarriage,C3873504,SNOMEDCT_US,sepsis,0
Sepsis due to Escherichia coli,C3164258,SNOMEDCT_US,sepsis,2
Sepsis caused by anaerobic streptococcus,C4074880,SNOMEDCT_US,sepsis,0
Sepsis following induced termination of pregnancy,C2903332,SNOMEDCT_US,sepsis,0
Sepsis caused by monkeypox virus,C5689051,SNOMEDCT_US,sepsis,0
Sepsis during labor with antenatal problem,C0341971,SNOMEDCT_US,sepsis,0
Sepsis associated with internal vascular access,C3661737,SNOMEDCT_US,sepsis,0
Sepsis caused by vancomycin resistant Enterococcus,C5547423,SNOMEDCT_US,sepsis,0
Sepsis due to Streptococcus group D,C3164127,SNOMEDCT_US,sepsis,0
Sepsis of newborn due to Streptococcus agalactiae,C4018975,MTH,sepsis,0
Sepsis following molar AND/OR ectopic pregnancy,C0269300,SNOMEDCT_US,sepsis,0
"Sepsis following infusion, injection, transfusion AND/OR vaccination",C0274433,SNOMEDCT_US,sepsis,0
Sepsis of fetus caused by Streptococcus pyogenes,C4543900,SNOMEDCT_US,sepsis,0
Sepsis of neonate caused by Streptococcus pyogenes,C4543899,SNOMEDCT_US,sepsis,0
Sepsis due to Haemophilus influenzae type B,C3164709,SNOMEDCT_US,sepsis,0
"Size (area, depth), Sepsis, Arteriopathy, Denervation system",C4706371,SNOMEDCT_US,sepsis,0
Sepsis due to disease caused by COVID-19,C5397145,SNOMEDCT_US,sepsis,0
Sepsis due to methicillin-sensitive Staphylococcus aureus,C4721271,SNOMEDCT_US,sepsis,0
Sepsis caused by Staphylococcus without acute organ dysfunction,C4316370,SNOMEDCT_US,sepsis,0
Sepsis without acute organ dysfunction caused by Streptococcus pneumoniae,C4520289,SNOMEDCT_US,sepsis,0
Sepsis without acute organ dysfunction caused by Serratia species,C4520287,SNOMEDCT_US,sepsis,0
"S(AD) SAD (Size (area, depth) Sepsis, Arteriopathy, Denervation) system score",C4706375,SNOMEDCT_US,sepsis,0
Septic Shock,C0036983,MTH,sepsis,85
"Assessment using S(AD) SAD (Size (area, depth) Sepsis, Arteriopathy, Denervation) system",C4706383,SNOMEDCT_US,sepsis,0
Systemic Inflammatory Response Syndrome,C0242966,MTH,sepsis,6
