NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Pneumonia caused by SARS-CoV-2,C5244027,SNOMEDCT_US,pneumonia,0
Herpes simplex pneumonia,C0339975,SNOMEDCT_US,pneumonia,0
Neonatal chlamydial pneumonia,C0339960,SNOMEDCT_US,pneumonia,0
Pneumococcal lobar pneumonia,C2364009,SNOMEDCT_US,pneumonia,0
Congenital bacterial pneumonia,C0349495,SNOMEDCT_US,pneumonia,0
Congenital viral pneumonia,C0349494,SNOMEDCT_US,pneumonia,0
Recurrent bacterial pneumonia,C0747667,SNOMEDCT_US,pneumonia,0
Toxoplasma pneumonitis,C0339950,MTH,pneumonia,0
Unresolved lobar pneumonia,C0264382,SNOMEDCT_US,pneumonia,0
Congenital Escherichia coli pneumonia,C0343323,SNOMEDCT_US,pneumonia,0
Acute aspiration pneumonia,C4023111,SNOMEDCT_US,pneumonia,0
Left lower zone pneumonia,C0585104,SNOMEDCT_US,pneumonia,0
Right lower zone pneumonia,C0585105,SNOMEDCT_US,pneumonia,0
Idiopathic eosinophilic pneumonia,C3872845,SNOMEDCT_US,pneumonia,0
Foreign body pneumonia,C0264386,SNOMEDCT_US,pneumonia,0
Secondary bacterial pneumonia,C0339952,SNOMEDCT_US,pneumonia,0
Mononuclear interstitial pneumonia,C0339974,SNOMEDCT_US,pneumonia,0
Pneumonia in Q fever,C0276119,SNOMEDCT_US,pneumonia,0
Postoperative aspiration pneumonia,C2585749,SNOMEDCT_US,pneumonia,0
Bilateral basal pneumonia,C1960025,SNOMEDCT_US,pneumonia,0
Cryptogenic pulmonary eosinophilia,C0008680,MTH,pneumonia,0
Non-tuberculous mycobacterial pneumonia,C0349650,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Gram positive bacteria,C4518562,SNOMEDCT_US,pneumonia,0
Pneumonia due to Histoplasma capsulatum,C0276678,SNOMEDCT_US,pneumonia,0
Pneumonia and influenza,C0155870,SNOMEDCT_US,pneumonia,0
Chronic coccidioidomycotic pneumonia,C3839858,SNOMEDCT_US,pneumonia,0
Legionella pneumonia suspected,C4750283,SNOMEDCT_US,pneumonia,0
History of recurrent pneumonia,C3698389,SNOMEDCT_US,pneumonia,0
History of aspiration pneumonia,C4040630,SNOMEDCT_US,pneumonia,0
Right middle zone pneumonia,C0578577,SNOMEDCT_US,pneumonia,0
Pneumonia due to infection by Streptococcus pyogenes,C2062470,SNOMEDCT_US,pneumonia,0
Necrotizing pneumonia caused by Panton-Valentine leukocidin producing Staphylococcus aureus,C4706659,SNOMEDCT_US,pneumonia,0
Manganese pneumonitis,C0238263,SNOMEDCT_US,pneumonia,0
Idiopathic Interstitial Pneumonias,C2350236,MTH,pneumonia,0
Uremic lung,C0340107,SNOMEDCT_US,pneumonia,0
Idiopathic acute eosinophilic pneumonia,C4518469,SNOMEDCT_US,pneumonia,0
Visna-maedi virus,C0042803,MTH,pneumonia,0
Left upper zone pneumonia,C0578576,SNOMEDCT_US,pneumonia,0
Right upper zone pneumonia,C0585106,SNOMEDCT_US,pneumonia,0
Healthcare associated bacterial pneumonia,C1443238,SNOMEDCT_US,pneumonia,0
Chronic exogenous lipoid pneumonia,C3873271,SNOMEDCT_US,pneumonia,0
Acute exogenous lipoid pneumonia,C3873275,SNOMEDCT_US,pneumonia,0
Chronic progressive coccidioidal pneumonia,C1562859,SNOMEDCT_US,pneumonia,0
Congenital group B hemolytic streptococcal pneumonia,C0495390,SNOMEDCT_US,pneumonia,0
Interstitial pneumonia with autoimmune features,C5396961,SNOMEDCT_US,pneumonia,0
Aspiration pneumonia due to inhalation of milk,C1405205,SNOMEDCT_US,pneumonia,0
Pulmonary African histoplasmosis,C0153275,SNOMEDCT_US,pneumonia,0
Atypical pneumonia screening test,C1303257,SNOMEDCT_US,pneumonia,0
Acute endogenous lipoid pneumonia,C5439202,SNOMEDCT_US,pneumonia,0
Chronic endogenous lipoid pneumonia,C5439213,SNOMEDCT_US,pneumonia,0
Aspiration pneumonia due to regurgitated food,C0264387,SNOMEDCT_US,pneumonia,0
Pneumonia due to Klebsiella pneumoniae,C0519030,MTH,pneumonia,0
Acute pneumonia due to coccidioidomycosis,C3839862,SNOMEDCT_US,pneumonia,0
GIP - Giant cell interstitial pneumonitis,C0153049,SNOMEDCT_US,pneumonia,0
History of Pneumocystis jirovecii pneumonia,C3887139,SNOMEDCT_US,pneumonia,0
Pneumonitis due to inhalation of vomitus,C0264390,SNOMEDCT_US,pneumonia,0
Aspiration pneumonia due to near drowning,C0264391,SNOMEDCT_US,pneumonia,0
Congenital group A hemolytic streptococcal pneumonia,C0343321,SNOMEDCT_US,pneumonia,0
Acute ulcerative gastroenteritis complicating pneumonia,C1290808,SNOMEDCT_US,pneumonia,0
Pneumococcal pneumonia with AIDS (acquired immunodeficiency syndrome),C0276524,SNOMEDCT_US,pneumonia,0
Bacterial pneumonia with AIDS (acquired immunodeficiency syndrome),C0276523,SNOMEDCT_US,pneumonia,0
Viral pneumonia with AIDS (acquired immunodeficiency syndrome),C0276528,SNOMEDCT_US,pneumonia,0
Administration of prophylactic anti-infective agent for Pneumocystosis jirovecii pneumonia,C5396211,SNOMEDCT_US,pneumonia,0
Aspiration pneumonia due to regurgitated gastric secretions,C0264388,SNOMEDCT_US,pneumonia,0
Carrington syndrome,C2930941,MTH,pneumonia,0
Aspiration pneumonia resulting from a procedure,C0274383,SNOMEDCT_US,pneumonia,0
Pneumonia in pertussis,C0155865,SNOMEDCT_US,pneumonia,0
Pneumonia due to respiratory syncytial virus,C0152413,SNOMEDCT_US,pneumonia,0
Seasonal cryptogenic organizing pneumonia with biochemical cholestasis,C0340109,SNOMEDCT_US,pneumonia,0
Cold agglutinin disease due to Mycoplasma pneumonia,C0272127,SNOMEDCT_US,pneumonia,0
Pneumonia severity index,C1321595,MTH,pneumonia,0
Bacterial pneumonia co-occurrent with human immunodeficiency virus infection,C4076007,SNOMEDCT_US,pneumonia,0
Pneumonia with coccidioidomycosis,C0553969,SNOMEDCT_US,pneumonia,0
Viral pneumonia due to Epstein-Barr virus infectious mononucleosis,C5568866,SNOMEDCT_US,pneumonia,0
Pneumonia in systemic mycosis,C0276644,SNOMEDCT_US,pneumonia,0
Pneumonia due to parasitic infestation,C0339969,SNOMEDCT_US,pneumonia,0
Recurrent bacterial pneumonia co-occurrent with human immunodeficiency virus infection,C4076039,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Serratia,C4520337,SNOMEDCT_US,pneumonia,0
Pneumonia due to Ascaris,C3840016,SNOMEDCT_US,pneumonia,0
Pneumonia due to influenza,C4038890,SNOMEDCT_US,pneumonia,0
Pneumonia due to Histoplasma,C2711145,SNOMEDCT_US,pneumonia,0
Pneumonia due to methicillin resistant Staphylococcus aureus,C1142536,SNOMEDCT_US,pneumonia,0
Pneumonia due to anaerobic bacteria,C1443976,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Enterococcus,C4520326,SNOMEDCT_US,pneumonia,0
Pneumonia due to pleuropneumonia-like organism,C0553970,MTH,pneumonia,0
Pneumonia due to Proteus mirabilis,C0276080,SNOMEDCT_US,pneumonia,0
Pneumonia due to Staphylococcus aureus,C2349530,SNOMEDCT_US,pneumonia,0
Pneumonia with AIDS (acquired immunodeficiency syndrome),C0276527,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Chlamydia pneumoniae,C4510691,SNOMEDCT_US,pneumonia,0
Pneumonia due to aerobic bacteria,C1443977,SNOMEDCT_US,pneumonia,0
Pneumonia due to Schistosoma mansoni,C3873307,SNOMEDCT_US,pneumonia,0
Pneumonia due to H1N1 influenza,C4039003,SNOMEDCT_US,pneumonia,0
Pneumonia due to Bordetella parapertussis,C4041472,SNOMEDCT_US,pneumonia,0
Pneumonia due to Schistosoma japonicum,C3873305,SNOMEDCT_US,pneumonia,0
Pneumonia due to Schistosoma haematobium,C3873304,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Enterococcus faecalis,C4520363,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Enterococcus faecium,C4520366,SNOMEDCT_US,pneumonia,0
Pneumonia due to methicillin susceptible Staphylococcus aureus,C2349529,SNOMEDCT_US,pneumonia,0
Pneumonia due to Human metapneumovirus,C2919364,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Human coronavirus,C4075701,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Pseudomonas aeruginosa,C5687188,SNOMEDCT_US,pneumonia,0
Pneumonia caused by Influenza A virus,C4750569,SNOMEDCT_US,pneumonia,0
Pneumonia caused by vancomycin resistant Enterococcus,C5546959,SNOMEDCT_US,pneumonia,0
Pneumonia due to Severe acute respiratory syndrome coronavirus,C1260415,SNOMEDCT_US,pneumonia,0
Pneumonia due to Influenza A virus subtype H1N1,C3661901,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae,C0038410,MTH,pneumonia,0
Klebsiella pneumoniae,C0001699,MTH,pneumonia,18
Mycoplasma pneumoniae,C0026941,MTH,pneumonia,0
Chlamydophila pneumoniae,C0085504,MTH,pneumonia,0
Pneumococcal 13-valent conjugate vaccine,C3152625,MTH,pneumonia,0
Streptococcus pneumoniae type 20 capsular polysaccharide antigen,C2709756,MTH,pneumonia,0
"Streptococcus pneumoniae Danish serotype 4, 6B, 9V, 14, 18C, 19F, and 23F capsular polysaccharide antigens conjugated only vaccine product",C0979582,SNOMEDCT_US,pneumonia,0
Klebsiella pneumoniae subsp. ozaenae,C0315265,MSH,pneumonia,0
Acute mycoplasmal bronchitis,C0339934,SNOMEDCT_US,pneumonia,0
Administration of vaccine product containing only Streptococcus pneumoniae antigen (procedure),C0419707,MTH,pneumonia,0
10-valent pneumococcal conjugate vaccine,C3849486,MSH,pneumonia,0
Klebsiella rhinoscleromatis,C0022731,MSH,pneumonia,0
Meningitis due to Friedlander bacillus,C0393434,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae antigen,C0370030,MTH,pneumonia,0
Klebsiella pneumoniae subsp. pneumoniae,C0315264,MSH,pneumonia,0
Infection due to Mycoplasma pneumoniae,C3241943,MTH,pneumonia,0
Bacterial infection due to Klebsiella pneumoniae,C0343402,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae Infections,C1096584,MSH,pneumonia,0
Streptococcus pneumoniae 14,C0522402,MTH,pneumonia,0
Nocardia pneumoniae,C1463381,MSH,pneumonia,0
Sepsis caused by Streptococcus pneumoniae,C2887084,MTH,pneumonia,0
Mycoplasma pneumoniae DNA,C0369707,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae antibody,C0369704,SNOMEDCT_US,pneumonia,0
Measurement of Mycoplasma pneumoniae antibody,C1271613,SNOMEDCT_US,pneumonia,0
Bronchopneumonia due to Mycoplasma pneumoniae,C4038740,SNOMEDCT_US,pneumonia,0
Arthritis of left knee caused by Streptococcus pneumoniae,C2888850,SNOMEDCT_US,pneumonia,0
Arthritis of right knee caused by Streptococcus pneumoniae,C2888849,SNOMEDCT_US,pneumonia,0
Adverse reaction to pneumococcal vaccine,C0570159,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9N,C0522404,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F,C0522403,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3,C0522401,SNOMEDCT_US,pneumonia,0
Chlamydia pneumoniae antibody,C0368889,SNOMEDCT_US,pneumonia,0
"Mycoplasma species, not Mycoplasma pneumoniae",C1533065,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide antigen,C5575023,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide antigen,C5575020,MTH,pneumonia,0
Vaccine product containing only Streptococcus pneumoniae antigen (medicinal product),C5240157,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 19A capsular polysaccharide unconjugated antigen,C5230665,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 10A capsular polysaccharide unconjugated antigen,C5230696,MTH,pneumonia,0
Vaccine product containing only Streptococcus pneumoniae capsular polysaccharide antigen conjugated (medicinal product),C5240156,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide antigen,C5575019,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide antigen,C5575017,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide,C5575018,MTH,pneumonia,0
Antigen of Streptococcus pneumoniae Danish serotype 22F capsular polysaccharide,C5551299,MTH,pneumonia,0
Klebsiella quasipneumoniae subsp. similipneumoniae,C4758007,MSH,pneumonia,0
Klebsiella quasipneumoniae subsp. quasipneumoniae,C4758009,MSH,pneumonia,0
Streptococcus pneumoniae Danish serotype 2 capsular polysaccharide unconjugated antigen,C5230666,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V capsular polysaccharide unconjugated antigen,C5230670,MTH,pneumonia,0
Antigen of Streptococcus pneumoniae Danish serotype 17F capsular polysaccharide unconjugated (substance),C5230673,MTH,pneumonia,0
Streptococcus pneumoniae Danish serotype 22F capsular polysaccharide unconjugated antigen,C5230667,MTH,pneumonia,0
Chlamydia pneumoniae culture,C1294277,SNOMEDCT_US,pneumonia,0
Sepsis caused by Klebsiella pneumoniae,C4546278,SNOMEDCT_US,pneumonia,0
Bronchopneumonia due to Streptococcus pneumoniae,C4040856,SNOMEDCT_US,pneumonia,0
Bronchopneumonia due to Klebsiella pneumoniae,C4041068,SNOMEDCT_US,pneumonia,0
Infection due to ESBL Klebsiella pneumoniae,C1444101,SNOMEDCT_US,pneumonia,0
Extended spectrum beta-lactamase producing Klebsiella pneumoniae,C1444098,SNOMEDCT_US,pneumonia,0
Measurement of Chlamydia pneumoniae antibody,C1294429,SNOMEDCT_US,pneumonia,0
Administration of booster dose of pneumococcal vaccine,C1273956,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 10A,C1532692,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11A,C1626405,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6A,C2732283,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 20A,C4318708,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19A,C1532745,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7A,C1532929,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23A,C3697506,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6A Ab,C4483625,SNOMEDCT_US,pneumonia,0
Chlamydophila pneumoniae antigen,C1291850,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae IgG,C0369705,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae rRNA,C0369708,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae DNA,C1977379,SNOMEDCT_US,pneumonia,0
Chlamydophila pneumoniae IgG,C0882964,SNOMEDCT_US,pneumonia,0
Chlamydophila pneumoniae rRNA,C1317222,SNOMEDCT_US,pneumonia,0
Chlamydophila pneumoniae IgM,C0882965,SNOMEDCT_US,pneumonia,0
Chlamydophila pneumoniae DNA,C0882966,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae IgA,C0552873,SNOMEDCT_US,pneumonia,0
Chlamydophila pneumoniae IgA,C0882963,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae IgM,C0487620,SNOMEDCT_US,pneumonia,0
Klebsiella pneumoniae DNA,C2964176,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae rRNA,C0370031,SNOMEDCT_US,pneumonia,0
Mycoplasma pneumoniae IgM,C0369706,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae antibody,C0370028,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae IgG,C0370029,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 11A IgG,C4706452,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 20A IgG,C4483513,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 10A IgG,C4318705,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7A IgG,C4319132,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6A IgG,C4483621,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19A IgG,C4318660,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12F,C1635028,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 22F,C1628500,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4,C1532750,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 23 antibody,C0552983,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F,C1627339,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5,C1628972,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 2,C1630415,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18C,C1634519,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B,C1688613,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae serogroup 12 antibody,C0552977,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F,C1689988,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 15B,C1532744,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18F,C3697112,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 16F,C3698417,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 12F Ab,C0552978,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 17F,C1688611,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9V,C1689958,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 33F,C1689952,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1,C1532691,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae 19 antibody,C0552981,SNOMEDCT_US,pneumonia,0
Invasive Streptococcus pneumoniae disease,C1320214,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19B,C3697994,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 8,C1628956,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18C Ab,C0552980,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 14 Ab,C4483471,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 23F Ab,C0552984,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae capsular polysaccharide IgG,C1979435,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 1 Ab,C4318961,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 8 Ab,C4319133,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B Ab,C0552989,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 3 Ab,C4483540,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 19F Ab,C0552982,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 7F Ab,C0552991,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 9N Ab,C0552993,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18F Ab,C2733522,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 4 Ab,C4483563,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 6B IgG,C4482220,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 5 IgG,C1148421,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 2 IgG,C1545761,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 34 IgG,C1545764,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 43 IgG,C1545765,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18F IgG,C4483493,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 22F IgG,C4483520,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 17F IgG,C4319036,SNOMEDCT_US,pneumonia,0
Streptococcus pneumoniae Danish serotype 18C IgG,C4318497,SNOMEDCT_US,pneumonia,0
