NAME,CUI,VOCABULARY_SOURCE,DIAGNOSE,OCCURENCE
Sclerotomal pain,C1562724,SNOMEDCT_US,pain,0
Discogenic pain,C3662528,SNOMEDCT_US,pain,0
Constant pain,C1960160,SNOMEDCT_US,pain,11
Posttreatment pain,C1291733,SNOMEDCT_US,pain,0
Tingling pain,C5192202,SNOMEDCT_US,pain,2
Fearful with pain,C0578065,SNOMEDCT_US,pain,0
Punishing with pain,C0578066,SNOMEDCT_US,pain,0
Hallucinations of pain,C0424076,SNOMEDCT_US,pain,0
Pain provoked by rest,C1960728,MTH,pain,0
Post-herniorraphy pain,C0458169,SNOMEDCT_US,pain,0
Post-episiotomy pain,C0406846,SNOMEDCT_US,pain,0
No present pain,C0578069,SNOMEDCT_US,pain,0
No genitourinary pain,C0423702,SNOMEDCT_US,pain,0
No abdominal pain,C0423651,SNOMEDCT_US,pain,51
Pelvic congestion syndrome,C0152078,SNOMEDCT_US,pain,0
Paroxysmal Nerve Pain,C0751373,MTH,pain,0
Deep pain on intercourse,C0423747,SNOMEDCT_US,pain,0
Hypoalgesia,C0085625,SNOMEDCT_US,pain,0
Acute Pain Service,C0242934,MSH,pain,17
Chest pain at rest,C0392685,SNOMEDCT_US,pain,0
Chronic pain control,C1171182,SNOMEDCT_US,pain,0
Acute chest pain,C0522051,SNOMEDCT_US,pain,15
Peripheral neuropathic pain,C0458960,SNOMEDCT_US,pain,0
Dejerine-Roussy Syndrome,C0221057,MSH,pain,0
Localized abdominal pain,C0522061,SNOMEDCT_US,pain,0
Iliac fossa pain,C0423647,SNOMEDCT_US,pain,0
Sacroiliac joint pain,C0458232,SNOMEDCT_US,pain,0
Drilling quality pain,C4273948,SNOMEDCT_US,pain,0
Pain in female perineum,C0235641,SNOMEDCT_US,pain,0
Pain in male perineum,C0235808,SNOMEDCT_US,pain,0
Variation of pain,C4303454,SNOMEDCT_US,pain,0
"Flatulence, eructation, and gas pain",C0016205,MTH,pain,0
Pain Perception,C3714605,MSH,pain,0
Pain in cheek,C0238973,SNOMEDCT_US,pain,0
Chronic neck pain,C0746815,SNOMEDCT_US,pain,0
Visual Analog Pain Scale,C0042815,MTH,pain,0
"Postoperative Pain, Chronic",C2074900,MSH,pain,0
"Postoperative Pain, Acute",C2215257,MSH,pain,0
Superficial pain on intercourse,C0423745,SNOMEDCT_US,pain,0
Central post-stroke pain,C0423719,SNOMEDCT_US,pain,0
No pain in liver,C5395685,SNOMEDCT_US,pain,0
Pain due to neoplastic disease,C1719395,MTH,pain,0
Chronic low back pain,C0457949,SNOMEDCT_US,pain,17
Difficulty coping with pain,C0582153,SNOMEDCT_US,pain,0
Acute pain control,C1171175,SNOMEDCT_US,pain,0
Application site pain,C0521491,SNOMEDCT_US,pain,0
Decreased pain threshold,C0456440,SNOMEDCT_US,pain,0
Central abdominal pain,C0423644,SNOMEDCT_US,pain,0
Soft tissue rheumatism,C0553642,MTH,pain,0
High pain threshold,C0423727,SNOMEDCT_US,pain,0
Malignant bone pain,C0560609,SNOMEDCT_US,pain,5
Frontal sinus pain,C0578047,SNOMEDCT_US,pain,0
Maxillary sinus pain,C0578046,SNOMEDCT_US,pain,0
Anterior knee pain,C0409326,SNOMEDCT_US,pain,1
Upper chest pain,C0563278,SNOMEDCT_US,pain,0
Abdominal wall pain,C0581869,SNOMEDCT_US,pain,1
Central chest pain,C0423634,SNOMEDCT_US,pain,0
Low pain threshold,C0423725,SNOMEDCT_US,pain,0
Sternoclavicular joint pain,C0458226,SNOMEDCT_US,pain,0
Acromioclavicular joint pain,C0458228,SNOMEDCT_US,pain,0
Abdominal pain in pregnancy,C0587223,SNOMEDCT_US,pain,0
Pain in coccyx,C0009193,SNOMEDCT_US,pain,0
Pain of left testicle,C2129032,SNOMEDCT_US,pain,0
Pain of right testicle,C2129031,SNOMEDCT_US,pain,0
Phantom limb syndrome without pain,C0452135,MTH,pain,0
Urethral meatal pain,C0241562,SNOMEDCT_US,pain,0
Metacarpophalangeal joint pain,C0240325,SNOMEDCT_US,pain,0
Post-thoracotomy pain syndrome,C0406844,SNOMEDCT_US,pain,0
"Low Back Pain, Mechanical",C0423682,MSH,pain,0
Pain of erector spinae muscle,C5699750,SNOMEDCT_US,pain,0
High tolerance of pain,C0423726,SNOMEDCT_US,pain,0
Site of abdominal pain,C0423646,SNOMEDCT_US,pain,0
Breakthrough cancer pain,C2721580,SNOMEDCT_US,pain,0
Myofascial neck pain,C3805213,SNOMEDCT_US,pain,0
Refer to pain clinic,C0420379,SNOMEDCT_US,pain,0
Left sided chest pain,C0541828,SNOMEDCT_US,pain,7
Recurrent abdominal pain,C2585575,SNOMEDCT_US,pain,0
Chronic psychogenic pain,C2711099,SNOMEDCT_US,pain,0
Localized chest pain,C2184182,SNOMEDCT_US,pain,0
Bilateral calf pain,C2032293,SNOMEDCT_US,pain,0
Postpartum episiotomy pain,C3840216,SNOMEDCT_US,pain,0
Bilateral testicular pain,C2129033,SNOMEDCT_US,pain,0
Pain control education,C1444378,SNOMEDCT_US,pain,0
Education about pain,C4039106,SNOMEDCT_US,pain,0
Inadequate pain control,C3650806,SNOMEDCT_US,pain,0
Squeezing chest pain,C1299600,SNOMEDCT_US,pain,0
Acute pelvic pain,C1282322,SNOMEDCT_US,pain,0
Demonstrates knowledge of pain management,C1301612,MTH,pain,0
Acute low back pain,C0457950,SNOMEDCT_US,pain,0
Burning epigastric pain,C0232494,SNOMEDCT_US,pain,0
Pleuropericardial chest pain,C0232291,SNOMEDCT_US,pain,0
Esophageal chest pain,C0232533,SNOMEDCT_US,pain,0
Posterior heel pain,C0231787,SNOMEDCT_US,pain,0
Plantar heel pain,C0231786,SNOMEDCT_US,pain,0
Midabdominal crampy pain,C0232496,SNOMEDCT_US,pain,0
Sexual pain disorder,C0036910,SNOMEDCT_US,pain,0
Renal angle pain,C0522123,SNOMEDCT_US,pain,0
Increased pain threshold,C0456441,SNOMEDCT_US,pain,0
Persistent wound pain,C0406836,SNOMEDCT_US,pain,0
Distressing present pain,C0578072,SNOMEDCT_US,pain,0
Left hypochondrial pain,C0578058,SNOMEDCT_US,pain,0
Left subcostal pain,C0423643,SNOMEDCT_US,pain,0
Dallas pain questionnaire,C0451095,SNOMEDCT_US,pain,0
Chest pain rating,C0429692,SNOMEDCT_US,pain,0
Sympathetically independent pain,C0458171,SNOMEDCT_US,pain,0
Tibiofibular joint pain,C0458233,SNOMEDCT_US,pain,0
Peripheral neurogenic pain,C0458959,SNOMEDCT_US,pain,0
Subtalar joint pain,C0458234,SNOMEDCT_US,pain,0
Talonavicular joint pain,C0458238,SNOMEDCT_US,pain,0
Muscle tension pain,C0458242,SNOMEDCT_US,pain,0
Anal stump pain,C0559208,SNOMEDCT_US,pain,0
Period pain absent,C0567311,SNOMEDCT_US,pain,0
Psychosomatic abdominal pain,C0585107,SNOMEDCT_US,pain,0
Metatarsophalangeal joint pain,C0458240,SNOMEDCT_US,pain,0
Horrible present pain,C0578073,SNOMEDCT_US,pain,0
Persistent testicular pain,C0560253,SNOMEDCT_US,pain,0
Bony pelvic pain,C0581322,SNOMEDCT_US,pain,0
Right hypochondrial pain,C0578057,SNOMEDCT_US,pain,0
Mild present pain,C0578070,SNOMEDCT_US,pain,0
Nonspecific abdominal pain,C0589386,SNOMEDCT_US,pain,1
Neurological pain disorder,C0423704,SNOMEDCT_US,pain,0
Excruciating present pain,C0578074,SNOMEDCT_US,pain,0
Sympathetically maintained pain,C0393916,SNOMEDCT_US,pain,0
Right subcostal pain,C0423642,SNOMEDCT_US,pain,0
Limb stump pain,C0423700,SNOMEDCT_US,pain,0
Able to cope with pain,C0582151,SNOMEDCT_US,pain,0
Chronic chest pain,C1740831,SNOMEDCT_US,pain,2
Pain of left knee region,C5442019,MTH,pain,0
Pain of right knee region,C5442020,MTH,pain,0
Sore nipple,C0423637,MTH,pain,0
Algophobia,C0233702,SNOMEDCT_US,pain,0
Tenalgia,C0231529,SNOMEDCT_US,pain,0
Anterior chest wall pain,C0476278,SNOMEDCT_US,pain,0
Chronic musculoskeletal pain,C0746683,SNOMEDCT_US,pain,0
Gradual onset of pain,C1960159,SNOMEDCT_US,pain,0
Implementation of pain guidelines,C1269713,SNOMEDCT_US,pain,0
Sensation of pain reduced,C5230944,SNOMEDCT_US,pain,0
Pain in right hip joint,C2202100,SNOMEDCT_US,pain,0
Finding of response to pain,C1960712,MTH,pain,0
"Low Back Pain, Postural",C0577660,MSH,pain,0
Pain level: disruptive effects,C0518072,SNOMEDCT_US,pain,0
Free-standing pain clinic,C0338005,SNOMEDCT_US,pain,0
Alteration in comfort: pain,C0231384,SNOMEDCT_US,pain,0
Finding of pain tolerance,C0576706,SNOMEDCT_US,pain,0
Persistent pain following procedure,C0458166,SNOMEDCT_US,pain,0
Affective response to pain,C0458275,SNOMEDCT_US,pain,0
Examination of pain sensation,C0558828,SNOMEDCT_US,pain,0
Low tolerance of pain,C0423724,SNOMEDCT_US,pain,0
Total body pain syndrome,C0458118,SNOMEDCT_US,pain,0
Seen in pain clinic,C0559977,SNOMEDCT_US,pain,0
Acute sensitivity to pain,C0423723,SNOMEDCT_US,pain,0
Type of abdominal pain,C0423653,SNOMEDCT_US,pain,3
Excessive sensitivity to pain,C0423722,SNOMEDCT_US,pain,0
Site of referred pain,C0449699,SNOMEDCT_US,pain,0
Post-surgery back pain,C0458168,SNOMEDCT_US,pain,0
Post-vasectomy epididymal pain,C0560252,SNOMEDCT_US,pain,0
Post-abdominoperineal resection pain,C0458113,SNOMEDCT_US,pain,0
Non-colicky abdominal pain,C0423650,SNOMEDCT_US,pain,0
Chest pain not present,C0423635,SNOMEDCT_US,pain,0
Lumbar facet joint pain,C0458225,SNOMEDCT_US,pain,0
Angina decubitus,C0152172,MTH,pain,0
Pain threshold - finding,C1286437,SNOMEDCT_US,pain,0
Left inguinal pain,C4750541,SNOMEDCT_US,pain,1
Pediatric pain assessment,C1827921,SNOMEDCT_US,pain,0
Pain control management,C1444379,SNOMEDCT_US,pain,0
Chronic nonmalignant pain,C3662064,SNOMEDCT_US,pain,0
Lumbar discogenic pain,C3662826,SNOMEDCT_US,pain,0
Adult pain assessment,C1827421,SNOMEDCT_US,pain,0
Intractable breast pain,C1277643,SNOMEDCT_US,pain,0
Axis pressure pain,C1562929,SNOMEDCT_US,pain,0
Chronic vaginal pain,C1960183,SNOMEDCT_US,pain,0
Colicky hypogastric pain,C1299637,SNOMEDCT_US,pain,0
Visceral abdominal pain,C2586208,SNOMEDCT_US,pain,0
Chronic pain clinic,C3839654,SNOMEDCT_US,pain,0
Chronic ankle pain,C3839854,SNOMEDCT_US,pain,0
Abdominal muscle pain,C3840090,SNOMEDCT_US,pain,0
Acute pain clinic,C3840226,SNOMEDCT_US,pain,0
Chronic visceral pain,C4545042,SNOMEDCT_US,pain,0
Abdominal pain characteristic,C1286320,SNOMEDCT_US,pain,0
Thoracic discogenic pain,C3662521,SNOMEDCT_US,pain,0
Cyclic pelvic pain,C4303528,SNOMEDCT_US,pain,0
Chronic neuropathic pain,C4544057,SNOMEDCT_US,pain,0
Primary chronic pain,C4545041,SNOMEDCT_US,pain,0
Right inguinal pain,C4750780,SNOMEDCT_US,pain,2
Vertebral joint pain,C4750322,SNOMEDCT_US,pain,0
Cervical discogenic pain,C3532521,SNOMEDCT_US,pain,0
Anterior pleuritic pain,C3532941,SNOMEDCT_US,pain,0
Acute ankle pain,C3838912,SNOMEDCT_US,pain,1
Chronic nociceptive pain,C4543902,SNOMEDCT_US,pain,0
Chronic orofacial pain,C4546211,SNOMEDCT_US,pain,0
Orofacial neuropathic pain,C4546316,SNOMEDCT_US,pain,0
Loin pain-hematuria syndrome,C0268712,SNOMEDCT_US,pain,0
Pain in both feet,C2126424,SNOMEDCT_US,pain,1
Satisfied with management of pain,C5546937,SNOMEDCT_US,pain,0
Pain Clinics,C0242936,MTH,pain,0
Pain management education,C1276796,SNOMEDCT_US,pain,0
Cervical nerve root pain,C0522255,SNOMEDCT_US,pain,0
Scapulalgia,C0231655,SNOMEDCT_US,pain,0
Site of gastrointestinal tract pain,C0542474,SNOMEDCT_US,pain,0
Type of gastrointestinal tract pain,C0542475,SNOMEDCT_US,pain,0
Unable to cope with pain,C0582152,SNOMEDCT_US,pain,0
Ability to cope with pain,C0582150,SNOMEDCT_US,pain,0
Arc of pain in joint,C0423695,SNOMEDCT_US,pain,0
Intractable abdominal pain,C4047369,SNOMEDCT_US,pain,0
Bilateral thumb pain,C4047530,SNOMEDCT_US,pain,0
Epigastric pain syndrome,C5686383,SNOMEDCT_US,pain,0
Very mild pain,C3853138,SNOMEDCT_US,pain,0
Postoperative abdominal pain,C4047372,SNOMEDCT_US,pain,0
Bilateral wrist pain,C4047546,SNOMEDCT_US,pain,0
Bilateral heel pain,C4047547,SNOMEDCT_US,pain,0
Right sided abdominal pain,C0563277,SNOMEDCT_US,pain,1
Finding of pain sense,C1720726,SNOMEDCT_US,pain,0
Referred pain in face,C3163691,SNOMEDCT_US,pain,0
Sensory dimension of pain,C1286322,SNOMEDCT_US,pain,0
Assessment of chest pain,C2919903,SNOMEDCT_US,pain,0
Consultation for acute pain,C1719825,SNOMEDCT_US,pain,0
Normal sensation of pain,C5230862,SNOMEDCT_US,pain,0
Myofascial pain with referral,C4546059,SNOMEDCT_US,pain,0
History of chest pain,C4512001,SNOMEDCT_US,pain,0
Consultation for chronic pain,C1720693,SNOMEDCT_US,pain,0
Chronic pain in face,C2316650,SNOMEDCT_US,pain,0
Abdominal pain - cause unknown,C1282002,SNOMEDCT_US,pain,0
Affective dimension of pain,C1286323,SNOMEDCT_US,pain,0
Acute pain of scrotum,C4302280,SNOMEDCT_US,pain,0
Acute pain in face,C4544058,SNOMEDCT_US,pain,0
Diurnal variation of pain,C4305050,SNOMEDCT_US,pain,0
Acute postthoracotomy pain syndrome,C2732433,SNOMEDCT_US,pain,0
Frequency of pain symptom,C3839223,SNOMEDCT_US,pain,0
Ability to sense pain,C2684877,SNOMEDCT_US,pain,0
Pain following cerebrovascular accident,C4076169,SNOMEDCT_US,pain,0
Chronic pain following radiotherapy,C4546306,SNOMEDCT_US,pain,0
Chronic pain following trauma,C4546209,SNOMEDCT_US,pain,0
Non-cyclic pelvic pain,C4305560,SNOMEDCT_US,pain,0
Familial episodic pain syndrome,C5190598,MTH,pain,0
Persistent idiopathic facial pain,C5191641,MTH,pain,0
Referred otalgia,C0271411,SNOMEDCT_US,pain,0
Pain of skin,C0241136,MTH,pain,0
Pain of nose,C0240564,MTH,pain,0
HSAN Type IV,C0020074,MTH,pain,0
Pain in thoracic spine,C0677061,SNOMEDCT_US,pain,0
Back pain complicating pregnancy,C0686344,SNOMEDCT_US,pain,0
Thoracic facet joint pain,C0575032,SNOMEDCT_US,pain,0
Costal margin chest pain,C0581866,SNOMEDCT_US,pain,0
Cervical facet joint pain,C0575031,SNOMEDCT_US,pain,0
History of back pain,C3494784,SNOMEDCT_US,pain,6
Education about chronic pain,C5440885,SNOMEDCT_US,pain,0
Chest pain due to pericarditis,C3698305,SNOMEDCT_US,pain,0
Chronic post-thoracotomy pain syndrome,C3697756,SNOMEDCT_US,pain,0
No pain on tooth percussion,C5396297,SNOMEDCT_US,pain,0
Left sided abdominal pain,C0563276,SNOMEDCT_US,pain,0
Right sided chest pain,C0563275,SNOMEDCT_US,pain,4
Left iliac fossa pain,C0476307,SNOMEDCT_US,pain,0
Pain of uterus,C0567085,MTH,pain,0
Thoracic nerve root pain,C0522256,SNOMEDCT_US,pain,0
Rebound tenderness,C0234246,SNOMEDCT_US,pain,9
Hospital-based outpatient pain clinic,C0337971,SNOMEDCT_US,pain,0
Neck pain aggravated by recumbency,C0522032,SNOMEDCT_US,pain,0
Myofascial pain syndrome of neck,C0458110,SNOMEDCT_US,pain,0
Distress from pain in labor,C0474485,SNOMEDCT_US,pain,0
Referral to pain management specialist,C0584122,SNOMEDCT_US,pain,0
Admission to pain management department,C0583278,SNOMEDCT_US,pain,0
Pain severity,C1507013,MTH,pain,2
Abdominal pain through to back,C0277969,SNOMEDCT_US,pain,0
Dysuria,C0013428,MTH,pain,361
